total,ds,scene,siteset,media,ocpa_type
2,201902202105,14,28,0,302
2,201902202105,16,28,0,405
5,201902202110,8,28,0,0
2,201902202110,16,28,0,402
4,201902202110,1,28,0,105
2,201902202115,14,28,0,108
2,201902202115,8,28,0,204
2,201902202120,14,28,0,104
2,201902202120,13,28,0,204
4,201902202120,4,28,0,405
4,201902202125,14,28,0,0
2,201902202125,1,28,4,0
1,201902202130,13,28,0,108
2,201902202130,8,28,0,104
3,201902202130,2,28,0,302
1,201902202130,1,28,4,405
2,201902202130,10,28,0,105
4,201902202130,4,28,0,104
2,201902202135,10,28,0,204
2,201902202135,4,28,0,315
2,201902202135,1,28,0,106
2,201902202135,14,28,0,302
2,201902202135,16,28,0,405
1,201902202135,8,28,0,315
4,201902202140,2,28,0,104
4,201902202145,1,28,0,204
1,201902202145,12,28,4,204
1,201902202145,1,28,0,205
1,201902202145,28,28,0,204
2,201902202145,30,28,0,105
1,201902202145,14,28,4,204
3,201902202150,13,28,0,0
2,201902202150,30,28,0,405
4,201902202150,1,28,0,302
1,201902202150,14,28,0,106
2,201902202155,30,28,0,405
3,201902202155,13,28,0,0
4,201902202155,1,28,0,302
1,201902202155,14,28,0,106
14,201902202200,1,28,0,0
2,201902202200,2,28,0,108
1,201902202200,12,28,4,0
3,201902202200,28,28,0,0
3,201902202200,4,28,0,105
2,201902202200,10,28,0,104
2,201902202200,16,28,0,108
2,201902202200,14,28,4,0
4,201902202205,1,28,0,104
5,201902202205,10,28,0,0
1,201902202205,28,28,0,104
2,201902202210,14,28,0,402
1,201902202210,14,28,4,204
1,201902202210,28,28,0,204
2,201902202210,30,28,0,105
4,201902202215,1,28,0,204
1,201902202215,12,28,4,204
1,201902202215,1,28,0,205
1,201902202215,28,28,0,204
2,201902202215,30,28,0,105
1,201902202215,14,28,4,204
2,201902202220,16,28,0,104
1,201902202220,14,28,0,315
2,201902202220,4,28,0,302
1,201902202220,13,28,0,105
1,201902202225,12,28,4,204
4,201902202225,1,28,0,204
2,201902202225,30,28,0,105
1,201902202225,28,28,0,204
1,201902202230,14,28,4,405
1,201902202230,2,28,0,106
4,201902202230,1,28,0,405
2,201902202235,4,28,0,106
2,201902202235,30,28,0,104
2,201902202235,1,28,0,315
2,201902202240,10,28,0,402
1,201902202240,14,28,0,106
2,201902202245,10,28,0,402
1,201902202245,14,28,0,106
4,201902202245,1,28,0,302
4,201902202250,14,28,0,0
2,201902202250,1,28,4,0
4,201902202255,14,28,0,0
1,201902202300,4,28,0,106
2,201902202300,1,28,0,315
2,201902202300,30,28,0,104
5,201902202305,8,28,0,0
2,201902202305,16,28,0,402
4,201902202305,1,28,0,105
2,201902202310,30,28,0,302
4,201902202310,1,28,0,405
1,201902202320,16,28,0,402
6,201902202320,8,28,0,0
2,201902202320,30,28,0,204
10,201902202320,4,28,0,0
4,201902202320,2,28,0,402
1,201902202320,28,28,0,105
4,201902202325,2,28,0,204
1,201902202325,12,28,0,105
2,201902202330,1,28,4,0
3,201902202330,12,28,0,0
4,201902202330,14,28,0,0
2,201902202335,14,28,0,108
2,201902202335,8,28,0,204
2,201902202340,16,28,0,402
5,201902202340,8,28,0,0
2,201902202340,30,28,0,204
8,201902202340,4,28,0,0
4,201902202340,2,28,0,402
1,201902202345,14,28,4,405
1,201902202345,2,28,0,106
2,201902202345,30,28,0,302
2,201902202350,1,28,4,0
3,201902202350,12,28,0,0
2,201902202355,28,28,0,0
2,201902202355,10,28,0,104
3,201902202355,4,28,0,105
1,201902202355,12,28,4,0
2,201902202355,2,28,0,108
13,201902202355,1,28,0,0
2,201902210000,14,28,0,204
2,201902210000,16,28,0,105
1,201902210000,8,28,0,108
2,201902210000,13,28,0,104
2,201902210000,10,28,0,302
2,201902210000,29,28,0,105
1,201902210000,1,28,4,204
4,201902210000,2,28,0,105
1,201902210005,14,28,0,108
2,201902210005,8,28,0,204
4,201902210010,10,28,0,0
2,201902210015,8,28,0,405
2,201902210015,12,28,0,104
1,201902210015,2,28,0,315
2,201902210015,14,28,0,104
2,201902210020,14,28,0,104
4,201902210020,4,28,0,405
2,201902210020,13,28,0,204
2,201902210020,12,28,0,104
2,201902210020,8,28,0,405
2,201902210025,12,28,0,204
2,201902210025,29,28,0,105
1,201902210025,1,28,4,204
4,201902210025,2,28,0,105
3,201902210025,1,28,0,402
3,201902210025,4,28,0,108
1,201902210025,8,28,0,108
6,201902210030,8,28,0,0
1,201902210030,16,28,0,402
3,201902210035,8,28,0,204
2,201902210035,14,28,0,108
1,201902210035,12,28,0,108
4,201902210040,1,28,0,405
11,201902210045,1,28,0,0
2,201902210045,2,28,0,108
1,201902210045,12,28,4,0
2,201902210045,28,28,0,0
2,201902210045,4,28,0,105
2,201902210045,10,28,0,104
2,201902210045,16,28,0,108
1,201902210050,1,28,4,204
2,201902210050,29,28,0,105
4,201902210050,2,28,0,105
2,201902210050,12,28,0,204
4,201902210050,1,28,0,402
3,201902210050,4,28,0,108
2,201902210050,14,28,0,204
2,201902210050,16,28,0,105
2,201902210055,16,28,0,104
1,201902210055,14,28,0,315
2,201902210055,4,28,0,302
1,201902210055,13,28,0,105
1,201902210100,8,28,0,315
4,201902210100,2,28,0,405
2,201902210100,29,28,0,405
1,201902210100,1,28,4,302
2,201902210105,29,28,0,104
4,201902210105,2,28,0,104
2,201902210110,8,28,0,204
2,201902210110,14,28,0,108
4,201902210110,30,28,0,0
4,201902210110,4,28,0,204
1,201902210115,12,28,0,105
2,201902210115,29,28,0,204
1,201902210115,30,28,0,402
4,201902210115,2,28,0,204
2,201902210115,10,28,0,405
2,201902210120,14,28,0,405
1,201902210120,16,28,0,302
2,201902210120,10,28,0,105
4,201902210120,4,28,0,104
1,201902210120,29,28,0,302
1,201902210120,1,28,4,405
3,201902210120,2,28,0,302
2,201902210125,8,28,0,204
2,201902210125,14,28,0,108
4,201902210125,4,28,0,204
4,201902210125,30,28,0,0
4,201902210130,16,28,0,0
1,201902210130,28,28,0,108
4,201902210135,1,28,0,302
1,201902210135,14,28,0,106
3,201902210135,13,28,0,0
2,201902210135,30,28,0,405
2,201902210135,10,28,0,402
1,201902210135,14,28,4,302
1,201902210140,12,28,4,0
11,201902210140,1,28,0,0
2,201902210140,2,28,0,108
3,201902210140,4,28,0,105
2,201902210140,10,28,0,104
2,201902210140,28,28,0,0
2,201902210140,8,28,0,105
2,201902210145,30,28,0,105
1,201902210145,28,28,0,204
1,201902210145,12,28,4,204
4,201902210145,1,28,0,204
2,201902210150,8,28,0,405
2,201902210150,12,28,0,104
1,201902210150,2,28,0,315
2,201902210150,14,28,0,104
4,201902210155,14,28,0,0
1,201902210155,1,28,4,0
1,201902210200,28,28,0,108
1,201902210200,4,28,0,402
4,201902210200,29,28,0,0
4,201902210200,1,28,0,108
9,201902210200,2,28,0,0
2,201902210205,1,28,0,106
2,201902210205,14,28,0,302
1,201902210205,4,28,0,315
2,201902210205,16,28,0,405
2,201902210205,10,28,0,204
2,201902210205,29,28,0,405
4,201902210205,2,28,0,405
4,201902210210,14,28,0,0
4,201902210215,14,28,0,0
1,201902210220,28,28,0,108
4,201902210220,1,28,0,108
8,201902210220,2,28,0,0
1,201902210220,4,28,0,402
4,201902210220,29,28,0,0
8,201902210225,2,28,0,0
4,201902210225,1,28,0,108
2,201902210225,4,28,0,402
4,201902210225,29,28,0,0
1,201902210225,28,28,0,108
3,201902210225,16,28,0,0
1,201902210230,14,28,4,405
1,201902210230,2,28,0,106
4,201902210235,1,28,0,104
1,201902210235,28,28,0,104
4,201902210235,10,28,0,0
1,201902210240,8,28,0,315
4,201902210240,2,28,0,405
2,201902210240,29,28,0,405
2,201902210240,10,28,0,204
4,201902210245,1,28,0,105
3,201902210245,2,28,0,402
1,201902210245,28,28,0,105
2,201902210245,30,28,0,204
9,201902210245,4,28,0,0
2,201902210250,29,28,0,405
4,201902210250,2,28,0,405
1,201902210250,8,28,0,315
1,201902210250,4,28,0,315
2,201902210250,1,28,0,106
2,201902210250,14,28,0,302
2,201902210250,16,28,0,405
1,201902210255,12,28,0,108
4,201902210255,30,28,0,0
4,201902210255,4,28,0,204
2,201902210255,8,28,0,204
1,201902210300,4,28,0,106
2,201902210300,30,28,0,104
2,201902210300,1,28,0,315
4,201902210305,2,28,0,105
1,201902210305,29,28,0,105
1,201902210305,1,28,4,204
2,201902210305,12,28,0,204
3,201902210305,4,28,0,108
3,201902210305,1,28,0,402
2,201902210305,16,28,0,105
2,201902210305,14,28,0,204
5,201902210310,8,28,0,0
1,201902210310,16,28,0,402
2,201902210315,12,28,0,104
2,201902210315,8,28,0,405
1,201902210315,2,28,0,315
2,201902210315,14,28,0,104
1,201902210320,2,28,0,106
1,201902210320,14,28,4,405
1,201902210320,30,28,0,302
1,201902210325,4,28,0,106
2,201902210325,1,28,0,315
2,201902210325,30,28,0,104
2,201902210330,10,28,0,402
5,201902210335,8,28,0,0
1,201902210335,16,28,0,402
4,201902210335,1,28,0,105
1,201902210340,2,28,0,106
1,201902210340,14,28,4,405
2,201902210345,1,28,0,402
3,201902210345,4,28,0,108
2,201902210345,12,28,0,204
2,201902210345,29,28,0,105
1,201902210345,1,28,4,204
4,201902210345,2,28,0,105
2,201902210350,13,28,0,204
4,201902210350,4,28,0,405
2,201902210350,14,28,0,104
2,201902210355,12,28,0,204
2,201902210355,29,28,0,105
1,201902210355,1,28,4,204
4,201902210355,2,28,0,105
3,201902210355,1,28,0,402
3,201902210355,4,28,0,108
1,201902210355,8,28,0,108
1,201902210400,16,28,0,402
5,201902210400,8,28,0,0
8,201902210400,4,28,0,0
2,201902210400,30,28,0,204
1,201902210400,28,28,0,105
1,201902210405,14,28,4,204
2,201902210405,30,28,0,105
1,201902210405,28,28,0,204
2,201902210410,28,28,0,0
2,201902210410,4,28,0,105
2,201902210410,10,28,0,104
1,201902210410,12,28,4,0
10,201902210410,1,28,0,0
2,201902210410,2,28,0,108
3,201902210420,4,28,0,204
4,201902210420,30,28,0,0
1,201902210420,12,28,0,108
1,201902210425,2,28,0,106
1,201902210425,14,28,4,405
1,201902210430,12,28,0,108
4,201902210430,30,28,0,0
4,201902210430,4,28,0,204
1,201902210430,14,28,0,108
4,201902210435,29,28,0,0
1,201902210435,4,28,0,402
3,201902210435,1,28,0,108
8,201902210435,2,28,0,0
1,201902210435,28,28,0,108
2,201902210440,16,28,0,104
1,201902210440,13,28,0,105
2,201902210440,4,28,0,302
1,201902210440,14,28,0,315
2,201902210440,29,28,0,104
4,201902210440,2,28,0,104
4,201902210445,2,28,0,104
2,201902210445,29,28,0,104
2,201902210450,13,28,0,104
2,201902210450,16,28,0,105
2,201902210450,14,28,0,204
1,201902210450,8,28,0,108
5,201902210455,8,28,0,0
1,201902210455,16,28,0,402
4,201902210455,1,28,0,105
1,201902210500,13,28,0,108
2,201902210500,8,28,0,104
4,201902210500,2,28,0,302
1,201902210500,1,28,4,405
2,201902210500,10,28,0,105
1,201902210505,28,28,0,104
4,201902210505,10,28,0,0
4,201902210505,1,28,0,104
1,201902210510,14,28,4,204
1,201902210510,28,28,0,204
2,201902210510,30,28,0,105
4,201902210515,1,28,0,204
1,201902210515,12,28,4,204
1,201902210515,28,28,0,204
2,201902210515,30,28,0,105
1,201902210515,14,28,4,204
4,201902210520,1,28,0,405
4,201902210525,1,28,0,204
1,201902210525,12,28,4,204
1,201902210525,30,28,0,105
1,201902210525,28,28,0,204
1,201902210525,14,28,4,204
3,201902210530,4,28,0,204
4,201902210530,30,28,0,0
1,201902210530,12,28,0,108
1,201902210535,8,28,0,315
2,201902210535,29,28,0,405
4,201902210535,2,28,0,405
1,201902210540,13,28,0,108
1,201902210540,1,28,4,405
3,201902210540,2,28,0,302
2,201902210540,8,28,0,104
1,201902210545,8,28,0,108
2,201902210545,16,28,0,105
2,201902210545,14,28,0,204
1,201902210545,10,28,0,302
2,201902210545,13,28,0,104
1,201902210550,13,28,0,105
2,201902210550,4,28,0,302
1,201902210550,14,28,0,315
2,201902210550,16,28,0,104
4,201902210555,16,28,0,0
1,201902210600,13,28,0,105
2,201902210600,4,28,0,302
1,201902210600,14,28,0,315
2,201902210600,16,28,0,104
4,201902210605,2,28,0,204
2,201902210605,29,28,0,204
1,201902210605,12,28,0,105
2,201902210610,16,28,0,204
2,201902210610,14,28,0,105
2,201902210610,10,28,0,405
1,201902210610,12,28,0,105
1,201902210615,14,28,4,302
2,201902210615,10,28,0,402
2,201902210615,30,28,0,405
2,201902210620,4,28,0,106
1,201902210625,1,28,4,405
2,201902210625,2,28,0,302
2,201902210625,8,28,0,104
1,201902210625,13,28,0,108
2,201902210625,14,28,0,405
4,201902210630,1,28,0,104
4,201902210630,10,28,0,0
1,201902210630,28,28,0,104
1,201902210635,16,28,0,402
5,201902210635,8,28,0,0
2,201902210640,1,28,4,0
3,201902210640,12,28,0,0
1,201902210645,2,28,0,315
2,201902210645,8,28,0,405
2,201902210645,12,28,0,104
1,201902210645,1,28,4,104
3,201902210650,13,28,0,0
2,201902210650,30,28,0,405
4,201902210650,1,28,0,302
1,201902210650,14,28,0,106
1,201902210655,30,28,0,402
2,201902210655,29,28,0,204
4,201902210655,2,28,0,204
1,201902210655,12,28,0,105
4,201902210700,14,28,0,0
2,201902210700,1,28,4,0
2,201902210705,16,28,0,402
5,201902210705,8,28,0,0
2,201902210710,10,28,0,204
2,201902210710,16,28,0,405
2,201902210710,14,28,0,302
2,201902210710,1,28,0,106
1,201902210710,4,28,0,315
1,201902210710,8,28,0,315
2,201902210715,14,28,0,405
1,201902210715,16,28,0,302
4,201902210715,4,28,0,104
2,201902210715,10,28,0,105
1,201902210715,1,28,4,405
1,201902210715,2,28,0,302
1,201902210720,4,28,0,315
2,201902210720,1,28,0,106
2,201902210720,14,28,0,302
2,201902210720,16,28,0,405
2,201902210720,10,28,0,204
2,201902210725,10,28,0,402
2,201902210725,30,28,0,405
2,201902210730,1,28,0,315
2,201902210730,30,28,0,104
1,201902210730,4,28,0,106
1,201902210735,14,28,4,405
1,201902210735,2,28,0,106
1,201902210735,30,28,0,302
2,201902210740,14,28,0,104
2,201902210740,13,28,0,204
4,201902210740,4,28,0,405
4,201902210745,10,28,0,0
1,201902210745,28,28,0,104
4,201902210750,1,28,0,405
1,201902210755,4,28,0,106
2,201902210755,30,28,0,104
2,201902210755,1,28,0,315
2,201902210800,1,28,4,0
4,201902210800,12,28,0,0
2,201902210805,30,28,0,405
3,201902210805,13,28,0,0
1,201902210805,14,28,0,106
4,201902210805,1,28,0,302
2,201902210810,16,28,0,104
1,201902210810,14,28,0,315
3,201902210810,4,28,0,302
1,201902210810,13,28,0,105
1,201902210815,2,28,0,315
2,201902210815,12,28,0,104
2,201902210815,8,28,0,405
4,201902210815,4,28,0,405
4,201902210820,30,28,0,0
4,201902210820,4,28,0,204
1,201902210820,12,28,0,108
1,201902210825,2,28,0,315
2,201902210825,8,28,0,405
2,201902210825,12,28,0,104
2,201902210825,13,28,0,204
1,201902210830,2,28,0,106
1,201902210830,14,28,4,405
2,201902210835,14,28,0,104
2,201902210835,13,28,0,204
4,201902210835,4,28,0,405
1,201902210840,30,28,0,302
4,201902210840,1,28,0,405
4,201902210845,1,28,0,204
1,201902210845,12,28,4,204
1,201902210845,28,28,0,204
1,201902210845,30,28,0,105
2,201902210850,10,28,0,402
2,201902210850,30,28,0,405
4,201902210855,14,28,0,0
5,201902210900,16,28,0,0
1,201902210905,28,28,0,108
2,201902210905,4,28,0,402
4,201902210905,29,28,0,0
4,201902210905,1,28,0,108
8,201902210905,2,28,0,0
1,201902210910,28,28,0,104
4,201902210910,10,28,0,0
4,201902210910,1,28,0,104
2,201902210915,10,28,0,204
2,201902210915,14,28,0,302
2,201902210915,1,28,0,106
2,201902210915,4,28,0,315
2,201902210915,16,28,0,405
1,201902210920,30,28,0,105
1,201902210920,28,28,0,204
4,201902210920,1,28,0,204
1,201902210920,12,28,4,204
4,201902210925,1,28,0,104
4,201902210925,10,28,0,0
1,201902210925,28,28,0,104
2,201902210930,10,28,0,405
2,201902210930,16,28,0,204
2,201902210930,14,28,0,105
1,201902210935,12,28,0,108
4,201902210935,4,28,0,204
4,201902210935,30,28,0,0
2,201902210935,8,28,0,204
4,201902210940,16,28,0,0
1,201902210940,28,28,0,108
1,201902210945,28,28,0,204
2,201902210945,30,28,0,105
1,201902210945,12,28,4,204
4,201902210945,1,28,0,204
2,201902210945,14,28,0,402
1,201902210950,12,28,4,0
2,201902210950,2,28,0,108
11,201902210950,1,28,0,0
2,201902210950,28,28,0,0
2,201902210950,10,28,0,104
3,201902210950,4,28,0,105
2,201902210950,8,28,0,105
2,201902210955,16,28,0,402
5,201902210955,8,28,0,0
1,201902210955,28,28,0,105
4,201902210955,2,28,0,402
9,201902210955,4,28,0,0
2,201902210955,29,28,0,402
2,201902211000,10,28,0,402
2,201902211005,14,28,0,104
2,201902211005,13,28,0,204
4,201902211005,4,28,0,405
2,201902211010,1,28,4,0
3,201902211010,12,28,0,0
4,201902211010,14,28,0,0
1,201902211015,13,28,0,105
3,201902211015,4,28,0,302
2,201902211015,14,28,0,315
2,201902211015,16,28,0,104
4,201902211020,4,28,0,204
4,201902211020,30,28,0,0
1,201902211020,12,28,0,108
2,201902211025,29,28,0,405
1,201902211025,1,28,4,302
4,201902211025,2,28,0,405
1,201902211025,8,28,0,315
2,201902211030,14,28,0,104
4,201902211030,4,28,0,405
2,201902211030,13,28,0,204
2,201902211030,12,28,0,104
1,201902211035,1,28,4,204
1,201902211035,29,28,0,105
4,201902211035,2,28,0,105
2,201902211035,12,28,0,204
4,201902211035,1,28,0,402
3,201902211035,4,28,0,108
2,201902211035,14,28,0,204
2,201902211035,16,28,0,105
2,201902211040,12,28,0,204
1,201902211040,1,28,4,204
1,201902211040,29,28,0,105
4,201902211040,2,28,0,105
4,201902211040,1,28,0,402
3,201902211040,4,28,0,108
1,201902211040,8,28,0,108
2,201902211045,10,28,0,104
2,201902211045,4,28,0,105
2,201902211045,28,28,0,0
1,201902211045,2,28,0,108
11,201902211045,1,28,0,0
1,201902211045,12,28,4,0
2,201902211050,8,28,0,105
1,201902211050,16,28,0,108
2,201902211050,14,28,4,0
2,201902211050,4,28,0,105
2,201902211050,10,28,0,104
2,201902211050,28,28,0,0
4,201902211055,4,28,0,405
2,201902211055,14,28,0,104
2,201902211100,29,28,0,104
4,201902211100,2,28,0,104
3,201902211100,4,28,0,302
2,201902211100,14,28,0,315
2,201902211105,14,28,0,105
2,201902211105,16,28,0,204
2,201902211105,10,28,0,405
1,201902211105,12,28,0,105
2,201902211110,30,28,0,104
4,201902211110,1,28,0,315
1,201902211110,4,28,0,106
1,201902211115,28,28,0,204
2,201902211115,30,28,0,105
1,201902211115,1,28,4,402
4,201902211115,1,28,0,204
4,201902211120,1,28,0,204
1,201902211120,1,28,4,402
2,201902211120,30,28,0,105
1,201902211120,14,28,4,204
3,201902211125,13,28,0,0
2,201902211125,30,28,0,405
1,201902211125,14,28,0,106
4,201902211125,1,28,0,302
2,201902211130,16,28,0,105
2,201902211130,14,28,0,204
1,201902211130,8,28,0,108
2,201902211130,13,28,0,104
1,201902211130,14,28,4,402
2,201902211130,10,28,0,302
4,201902211130,2,28,0,105
1,201902211130,1,28,4,204
2,201902211130,29,28,0,105
2,201902211135,14,28,0,104
1,201902211135,13,28,0,204
4,201902211135,4,28,0,405
2,201902211145,29,28,0,302
1,201902211145,1,28,4,405
4,201902211145,2,28,0,302
2,201902211145,8,28,0,104
1,201902211145,13,28,0,108
2,201902211145,14,28,0,405
1,201902211150,14,28,0,108
2,201902211150,8,28,0,204
1,201902211200,8,28,0,315
2,201902211200,29,28,0,405
1,201902211200,1,28,4,302
4,201902211200,2,28,0,405
2,201902211200,10,28,0,204
5,201902211205,8,28,0,0
1,201902211205,16,28,0,402
2,201902211210,8,28,0,105
1,201902211210,16,28,0,108
2,201902211210,14,28,4,0
1,201902211210,12,28,4,0
4,201902211215,2,28,0,405
2,201902211215,29,28,0,405
1,201902211215,1,28,4,302
1,201902211215,8,28,0,315
2,201902211215,16,28,0,405
2,201902211215,14,28,0,302
2,201902211215,1,28,0,106
2,201902211220,10,28,0,405
2,201902211220,16,28,0,204
2,201902211220,14,28,0,105
4,201902211225,30,28,0,0
4,201902211225,4,28,0,204
1,201902211225,12,28,0,108
2,201902211235,16,28,0,402
5,201902211235,8,28,0,0
2,201902211235,30,28,0,204
9,201902211235,4,28,0,0
2,201902211235,29,28,0,402
4,201902211235,2,28,0,402
1,201902211235,28,28,0,105
2,201902211240,29,28,0,104
4,201902211240,2,28,0,104
2,201902211240,16,28,0,104
2,201902211245,10,28,0,405
2,201902211245,16,28,0,204
2,201902211245,14,28,0,105
3,201902211250,12,28,0,0
2,201902211250,1,28,4,0
2,201902211255,2,28,0,315
2,201902211255,8,28,0,405
2,201902211255,12,28,0,104
2,201902211300,30,28,0,405
4,201902211300,13,28,0,0
1,201902211300,14,28,0,106
4,201902211300,1,28,0,302
2,201902211305,30,28,0,105
1,201902211305,1,28,4,402
1,201902211305,1,28,0,205
4,201902211305,1,28,0,204
2,201902211305,14,28,0,402
1,201902211310,12,28,0,105
2,201902211310,30,28,0,402
2,201902211310,29,28,0,204
4,201902211310,2,28,0,204
1,201902211315,8,28,0,108
2,201902211315,14,28,0,204
1,201902211315,16,28,0,105
1,201902211315,14,28,4,402
2,201902211315,10,28,0,302
2,201902211315,13,28,0,104
4,201902211320,1,28,0,105
2,201902211320,30,28,0,204
9,201902211320,4,28,0,0
2,201902211320,29,28,0,402
4,201902211320,2,28,0,402
1,201902211320,28,28,0,105
2,201902211325,4,28,0,106
2,201902211325,30,28,0,104
4,201902211325,1,28,0,315
2,201902211330,10,28,0,405
2,201902211330,14,28,0,105
2,201902211330,16,28,0,204
4,201902211335,4,28,0,104
2,201902211335,10,28,0,105
1,201902211335,16,28,0,302
2,201902211335,14,28,0,405
4,201902211340,1,28,0,105
1,201902211340,28,28,0,105
4,201902211340,2,28,0,402
2,201902211340,29,28,0,402
9,201902211340,4,28,0,0
2,201902211340,30,28,0,204
5,201902211340,8,28,0,0
1,201902211345,16,28,0,108
2,201902211345,14,28,4,0
2,201902211345,8,28,0,105
13,201902211345,1,28,0,0
2,201902211345,2,28,0,108
4,201902211350,14,28,0,0
1,201902211355,14,28,0,106
4,201902211355,1,28,0,302
3,201902211355,13,28,0,0
2,201902211355,30,28,0,405
2,201902211355,10,28,0,402
2,201902211400,16,28,0,104
2,201902211400,14,28,0,315
3,201902211400,4,28,0,302
1,201902211400,13,28,0,105
4,201902211405,2,28,0,204
2,201902211405,30,28,0,402
2,201902211405,29,28,0,204
1,201902211405,12,28,0,105
2,201902211405,16,28,0,204
2,201902211405,14,28,0,105
1,201902211410,14,28,4,405
1,201902211410,2,28,0,106
4,201902211410,1,28,0,405
4,201902211420,10,28,0,0
1,201902211420,28,28,0,104
4,201902211420,1,28,0,104
1,201902211425,12,28,0,105
2,201902211425,29,28,0,204
2,201902211425,30,28,0,402
4,201902211425,2,28,0,204
2,201902211425,10,28,0,405
1,201902211430,14,28,0,106
4,201902211430,1,28,0,302
3,201902211430,13,28,0,0
2,201902211430,30,28,0,405
2,201902211430,10,28,0,402
2,201902211435,14,28,0,204
1,201902211435,16,28,0,105
1,201902211435,8,28,0,108
2,201902211435,13,28,0,104
2,201902211435,10,28,0,302
1,201902211435,14,28,4,402
2,201902211435,29,28,0,105
1,201902211435,1,28,4,204
4,201902211435,2,28,0,105
2,201902211440,14,28,4,0
1,201902211440,16,28,0,108
2,201902211440,8,28,0,105
2,201902211440,2,28,0,108
1,201902211445,12,28,4,0
1,201902211445,2,28,0,108
14,201902211445,1,28,0,0
2,201902211445,10,28,0,104
2,201902211445,4,28,0,105
2,201902211445,28,28,0,0
5,201902211450,14,28,0,0
1,201902211455,28,28,0,108
8,201902211455,2,28,0,0
4,201902211455,1,28,0,108
4,201902211455,29,28,0,0
3,201902211455,4,28,0,402
2,201902211500,30,28,0,104
4,201902211500,1,28,0,315
2,201902211500,4,28,0,106
1,201902211505,2,28,0,315
2,201902211505,12,28,0,104
2,201902211505,8,28,0,405
2,201902211510,14,28,4,0
1,201902211510,16,28,0,108
2,201902211510,8,28,0,105
1,201902211515,2,28,0,315
2,201902211515,12,28,0,104
2,201902211515,8,28,0,405
1,201902211515,13,28,0,204
1,201902211520,4,28,0,106
2,201902211520,30,28,0,104
4,201902211520,1,28,0,315
2,201902211525,30,28,0,104
4,201902211525,1,28,0,315
2,201902211525,4,28,0,106
2,201902211530,16,28,0,104
1,201902211530,13,28,0,105
2,201902211530,14,28,0,315
3,201902211530,4,28,0,302
2,201902211530,29,28,0,104
4,201902211530,2,28,0,104
1,201902211535,8,28,0,315
4,201902211535,2,28,0,405
1,201902211535,1,28,4,302
2,201902211535,29,28,0,405
2,201902211540,30,28,0,302
4,201902211540,1,28,0,405
3,201902211545,12,28,0,0
2,201902211545,1,28,4,0
2,201902211550,14,28,0,204
1,201902211550,16,28,0,105
2,201902211550,8,28,0,108
2,201902211550,13,28,0,104
2,201902211550,10,28,0,302
1,201902211550,1,28,4,204
2,201902211550,29,28,0,105
2,201902211555,14,28,0,104
4,201902211555,4,28,0,405
3,201902211600,4,28,0,108
4,201902211600,1,28,0,402
4,201902211600,2,28,0,105
2,201902211600,29,28,0,105
1,201902211600,1,28,4,204
2,201902211600,10,28,0,302
3,201902211605,13,28,0,0
2,201902211605,30,28,0,405
4,201902211605,1,28,0,302
1,201902211605,14,28,0,106
4,201902211610,14,28,0,0
1,201902211615,14,28,4,204
2,201902211615,14,28,0,402
2,201902211620,16,28,0,104
2,201902211620,13,28,0,105
2,201902211620,14,28,0,315
2,201902211620,4,28,0,302
2,201902211620,29,28,0,104
4,201902211620,2,28,0,104
2,201902211625,16,28,0,204
2,201902211625,14,28,0,105
2,201902211625,10,28,0,405
2,201902211625,12,28,0,105
2,201902211630,4,28,0,106
2,201902211630,30,28,0,104
4,201902211630,1,28,0,315
2,201902211635,30,28,0,104
4,201902211635,1,28,0,315
1,201902211635,4,28,0,106
2,201902211640,14,28,0,104
4,201902211640,4,28,0,405
2,201902211640,12,28,0,104
2,201902211645,8,28,0,405
2,201902211645,12,28,0,104
1,201902211645,2,28,0,315
4,201902211650,16,28,0,0
4,201902211655,1,28,0,105
2,201902211655,30,28,0,204
9,201902211655,4,28,0,0
2,201902211655,29,28,0,402
4,201902211655,2,28,0,402
1,201902211655,28,28,0,105
6,201902211655,8,28,0,0
1,201902211700,12,28,4,0
1,201902211700,2,28,0,108
12,201902211700,1,28,0,0
3,201902211700,28,28,0,0
2,201902211700,10,28,0,104
2,201902211700,4,28,0,105
2,201902211700,8,28,0,105
2,201902211705,8,28,0,108
2,201902211705,14,28,0,204
1,201902211705,16,28,0,105
2,201902211705,10,28,0,302
2,201902211705,13,28,0,104
4,201902211715,2,28,0,105
2,201902211715,29,28,0,105
1,201902211715,1,28,4,204
1,201902211715,12,28,0,204
3,201902211715,4,28,0,108
4,201902211715,1,28,0,402
1,201902211715,16,28,0,105
2,201902211715,14,28,0,204
4,201902211720,2,28,0,104
2,201902211720,29,28,0,104
2,201902211720,13,28,0,105
4,201902211725,2,28,0,104
2,201902211725,29,28,0,104
2,201902211725,16,28,0,104
2,201902211730,10,28,0,402
4,201902211735,1,28,0,104
1,201902211740,28,28,0,105
4,201902211740,2,28,0,402
2,201902211740,29,28,0,402
10,201902211740,4,28,0,0
2,201902211740,30,28,0,204
4,201902211740,1,28,0,105
2,201902211745,29,28,0,104
4,201902211745,2,28,0,104
2,201902211745,13,28,0,105
1,201902211750,14,28,0,106
4,201902211750,1,28,0,302
3,201902211750,13,28,0,0
2,201902211750,30,28,0,405
2,201902211750,10,28,0,402
4,201902211755,4,28,0,405
2,201902211755,14,28,0,104
